page,raw_line,lane_candidate,matched_lane,rate_1,rate_2,lane,rate_value,diff_rate_1
28,"KBLKSM F24. NAKURU 7.ST SPIRIT SPIRITS [KS RIFT NAKURU 151 92,366.86 29,130.17",F24. NAKURU 7.ST SPIRIT SPIRITS,,92366.86,29130.17,,,
28,"KBLKSM F24. NIORO 7.51 SPIRIT SPIRITS KSM NIORO 751 93,394.75 20,255.20",F24. NIORO 7.51 SPIRIT SPIRITS,,7.51,93394.75,,,
28,"F24 - KSM- NIORG EB - SPIRITS - 7.57 SPIRITS KaM NIORO 7.57 31,394.75 28,255.28",F24 - KSM- NIORG EB - SPIRITS,,7.57,7.57,,,
28,"F24.KSM-NABCITYCENTEB-SPIRITS-75T [SPIRITS KSM Nin CITY CENT £0 751 $0,039.69 53,045.72",F24.KSM-NABCITYCENTEB-SPIRITS,,39.69,53045.72,,,
28,"F24- KSM-NAUINDUST AREA -SPIRITS-7.5T [SPIRITS KSM NRB INDUST AREA 757 59,356.31 $3,420.68",F24- KSM-NAUINDUST AREA -SPIRITS,,59356.31,3420.68,,,
28,"F24- KSM- NYAHURUAU - SPIRITS - 7.57 SPIRITS KSM NYAHURURU. 751 44,268.52 37,141.67",F24- KSM- NYAHURUAU - SPIRITS,,7.57,44268.52,,,
28,"F24- RSM. NYERI- SPIRITS - 7ST SPIRITS SM MOUNTAIN INYERI 7.51 61,439.42 55,295.48",F24- RSM. NYERI- SPIRITS,,7.51,61439.42,,,
28,"F24-KSM.BURUBURU SPIRITS. p/uP spins Tksiy NANNY TouRUaLi~ P/up 36,139.08 $0,525.17",F24-KSM.BURUBURU SPIRITS,,36139.08,525.17,,,
28,"F24 - KS. MERU - SPIRITS - P/UP MOUNTAIN [MERU P/up 69,324.56 62,392.10",F24 - KS. MERU - SPIRITS,,69324.56,62392.1,,,
29,"F24 - KSM- MWIKI EB - SPIRITS - P/UP SPIRITS KSM NAIROBI [MWIKI P/up 55,943.25 50,348.93",F24 - KSM- MWIKI EB - SPIRITS,,55943.25,50348.93,,,
29,"F24 . KSM- NAIVASHA EB - SPIRITS - P/UP SPIRITS KSM RUT NAIVASHA EB P/up 39,478.01 35,530.21",F24. KSM- NAIVASHA EB - SPIRITS,,39478.01,35530.21,,,
29,"F24 - KSI NAKURU - SPIRITS - P, SPIRITS KSM. RIFT NAKURU P/up 50,292.53 27,263.20",F24 - KSI NAKURU - SPIRITS,,50292.53,27263.2,,,
29,"F24- KSM. NJORO EB- SPIRITS - P/UP spi HUET NJORO. P/up| 29,378.68 26,440.81",F24- KSM. NJORO EB- SPIRITS,,29378.68,26440.81,,,
29,"F24 - KSM- NYAHURURU - SPIRITS - P/U? SPIRITS KSM RIFT NYAHURURU Pfup 38,694.72 24,825.25",F24 - KSM- NYAHURURU - SPIRITS,,38694.72,24825.25,,,
29,"F24 - KSM- RUIRU EB - SPIRITS - P/UP SPIRITS KsM MOUNTAIN [RUIKU Eo P/up 59,206.99 53,286.29",F24 - KSM- RUIRU EB - SPIRITS,,59206.99,53286.29,,,
29,"F24 . KSM.. TALA- SPIRITS - P/UP SPinuts 15M COAST TAU P/up 68,044.22 61,239.80",F24. KSM.. TALA- SPIRITS,,68044.22,61239.8,,,
29,"F24-BOC -ATHIRIVER - BEER - 14 BEER BDC NAIROBI |ATHI AIVER Lat 12,163.64 10,947.28",F24-BOC -ATHIRIVER - BEER,F24 -BDC -ATHI RIVER - Beer - 30T,12163.64,10947.28,F24 -BDC -ATHI RIVER - Beer - 30T,17.68,12145.96
29,"F24 -BOC -DAGORETTI CORNER - BEER- LAT BEER BOC NAIROBI! |DAGORETT CORNER iat 19,040,93 9,756.54",F24 -BOC -DAGORETTI CORNER - BEER,F24 -BDC -DAGORETTI CORNER - Beer - 30T,9756.54,,F24 -BDC -DAGORETTI CORNER - Beer - 30T,841.19,8915.35
29,"F24-BOC -EMBU - BEER. 147 MOUNTAIN | Ei 1aT 32,943.52 29,649.17",F24-BOC -EMBU - BEER,,32943.52,29649.17,,,
29,"F24 BDC -GATUNDU . BEER- 1aT MOUNTAIN |GATUNDU LaT 17,159.99 15,443.99",F24 BDC -GATUNDU. BEER,,17159.99,15443.99,,,
29,"F24 -AOC -JUJA- BEER- 147 MOUNTAIN |JUJA tat 14,607.00 13,146.30",F24 -AOC -JUJA- BEER,,14607.0,13146.3,,,
29,"F24 BOC -KAGIO- BEER- 14T MOUNTAIN |KAGIO LaT! 28,901.88 26,011.69",F24 BOC -KAGIO- BEER,,28901.88,26011.69,,,
29,"F24 -BDC -KAYOLE - BEER» 14T BEER BOC NAIROBI VOLE ut 10,840.93 9,756.84",F24 -BDC -KAYOLE - BEER,F24 -BDC -KAYOLE - Beer - 30T,10840.93,9756.84,F24 -BDC -KAYOLE - Beer - 30T,841.19,9999.74
29,"|F24 -BOC -MAKUTANO - BEER- 147 MOUNTAIN |MAKUTANO tay 24,030.78 23,627,270",F24 -BOC -MAKUTANO - BEER,F24 -BDC -MAKUTANO - Beer - 30T,24030.78,,F24 -BDC -MAKUTANO - Beer - 30T,453.18,23577.6
29,"F24 -BDC -MOMBASA - BEER - L4T COAST MOMBASA at 104,137,61 93,706.03",F24 -BDC -MOMBASA - BEER,F24 -BDC -MOMBASA - Beer - 30T,93706.03,,F24 -BDC -MOMBASA - Beer - 30T,280.08,93425.95
29,"F24 -BOC -NAIRODI- BEER- 147 NAIROBI |NAIROBI 14 20,840.93. 9,756.04",F24 -BOC -NAIRODI- BEER,,20840.93,9756.04,,,
29,"F24 -BOC -NANYUKI - BEER- 14T MOUNTAIN |NANYUSi Lat 45,210.25 40,743.23",F24 -BOC -NANYUKI - BEER,F24 -BDC -NANYUKI - Beer - 30T,45210.25,40743.23,F24 -BDC -NANYUKI - Beer - 30T,527.82,44682.43
29,"F24 -BDC -NKUBU - BEER 147 MOUNTAIN [NKUAU 1aT 48,209.63 43,388.67",F24 -BDC -NKUBU - BEER,F24 -BDC -NKUBU - Beer - 30T,48209.63,43388.67,F24 -BDC -NKUBU - Beer - 30T,364.46,47845.17
29,"F24 -BDC -NYAHURURU- BEER- 14T MOUNTAIN |NYAHUAURU 147 4 43,900.61",F24 -BDC -NYAHURURU- BEER,F24 -BDC -NYAHURURU - Beer - 30T,43900.61,,F24 -BDC -NYAHURURU - Beer - 30T,643.85,43256.76
29,"F24 BOC -NYAU- BEER« 146T COAST NYALI 14T 104,301.52 93,872.37",F24 BOC -NYAU- BEER,,104301.52,93872.37,,,
29,"F24 BDC -RONGAI- BEER- 14T NAIKOa| — [hONGAI 1aT 11,832.97 10,649.67",F24 BDC -RONGAI- BEER,F24 -BDC -RONGAI - Beer - 30T,11832.97,10649.67,F24 -BDC -RONGAI - Beer - 30T,473.56,11359.41
29,"F24 -BDC -RUAKA - BEER - 14T NAIROB|__|RUAKA 1aT 10,840.53 9,756.84",F24 -BDC -RUAKA - BEER,F24 -BDC -RUAKA - Beer - 30T,10840.53,9756.84,F24 -BDC -RUAKA - Beer - 30T,841.19,9999.34
29,"F24 -BOC -RUIRU - BEER- 147 MOUNTAIN |RUIRU LaT 14,147.72 12,732.95",F24 -BOC -RUIRU - BEER,F24 -BDC -RUIRU - Beer - 30T,14147.72,12732.95,F24 -BDC -RUIRU - Beer - 30T,282.42,13865.3
29,"F24 -BDC -UKUNDA - BEER- 14T COAST UKUNDA Lat 110,506.46 9,455.81",F24 -BDC -UKUNDA - BEER,F24 -BDC -UKUNDA - Beer - 30T,110506.46,9455.81,F24 -BDC -UKUNDA - Beer - 30T,7.02,110499.44
29,"F24 BOC -VOt- BEER. 14T COAST val LAT. 72,479.42 65,233.48",F24 BOC -VOt- BEER,,72479.42,65233.48,,,
29,"F24-BOC-BUAUBUAU-BEER-30T BURUBURU 307, 16,152.37 14,539.15 3,035,24",F24-BOC-BUAUBUAU-BEER,,16152.37,14539.15,,,
29,"F24 -BDC -DAGORETTI CORNER - BEER- 307 407 16,152.37 14,537.13 1,615.24",F24 -BDC -DAGORETTI CORNER - BEER,F24 -BDC -DAGORETTI CORNER - Beer - 30T,16152.37,14537.13,F24 -BDC -DAGORETTI CORNER - Beer - 30T,841.19,15311.18
29,"F24 -BOC -ISIOLO - BEER - JOT 30T 96,391.10 46,751.99 9,639.12",F24 -BOC -ISIOLO - BEER,F24 -BDC -ISIOLO - Beer - 30T,96391.1,46751.99,F24 -BDC -ISIOLO - Beer - 30T,717.45,95673.65000000001
30,"F24 -BOC -KAREN THT -GCER- 207 BEER BDC NAIROBI [KAREN THT 207 36,152.37 14,537.13 1,615.24",F24 -BOC -KAREN THT -GCER- 207 BEER,,36152.37,14537.13,,,
30,"F24 -BOC -KITUI- REER- 307 BEER BDC COAST KITUL 30T 56,958.72 $1,244 5.593,57|",F24 -BOC -KITUI- REER- 307 BEER,,56958.72,5.59,,,
30,"F24 -D0C -LIMURU - BEER - 30T BEER BDC NAIROB! — |LIMUAU sor 19,203.69 17,283.32 1,920.37",F24 -D0C -LIMURU - BEER,F24 -BDC -LIMURU - Beer - 30T,19203.69,17283.32,F24 -BDC -LIMURU - Beer - 30T,954.78,18248.91
30,"F24 -BDC -MACHAKOS- IEER- JOT BEER ADC COAST MACHAKOS 30T 29,629.76 26,666.70 7,962.98",F24 -BDC -MACHAKOS- IEER- JOT BEER,F24 -BDC -MACHAKOS - Beer - 30T,29629.76,26666.7,F24 -BDC -MACHAKOS - Beer - 30T,593.63,29036.129999999997
30,"F24 BDC -MAUA - BEER- 307 orER ape MOUNTAIN |MAUA 307] 95,609.83 86,048.85 9,560,90",F24 BDC -MAUA - BEER,F24 -BDC -MAUA - Beer - 30T,95609.83,86048.85,F24 -BDC -MAUA - Beer - 30T,920.23,94689.6
30,"F24 -NDC -ME- RBEEUR - 307 BEER abe MOUNTAIN [MERU _3ot 79,900.05 71,917.97 7,990.89",F24 -NDC -ME- RBEEUR - 307 BEER,,79900.05,71917.97,,,
30,"F24 -BDC -MOMBASA BEER . 30T BEER abe COAST MOMDASA 30T 104,782.48 94,304.23 10,478.25",F24 -BDC -MOMBASA BEER,F24 -BDC -MOMBASA - Beer - 30T,104782.48,94304.23,F24 -BDC -MOMBASA - Beer - 30T,280.08,104502.4
30,"F24 -BDC -NAROK - HEER - 307 BEER apc RIFT NAAOK 30T 53,862.96 48,476.30 $,300,26",F24 -BDC -NAROK - HEER - 307 BEER,F24 -BDC -NAROK - Beer - 30T,53862.96,48476.3,F24 -BDC -NAROK - Beer - 30T,320.98,53541.979999999996
30,"F24 -BOC -NKUBU . BEER- 30T a MOUNTAIN |NKUBU 30T 75,465.17 67,918.65 7,546.52",F24 -BOC -NKUBU. BEER,,75465.17,67918.65,,,
30,"F24-BOC -NYALI- BEER. 30T ween ites COAST NYALI 307 139,688.37 107,719.55 31,968.04",F24-BOC -NYALI- BEER,,139688.37,107719.55,,,
30,"F24 -BOC -RUAKA- NEER- 407 BEER apc NAIROB) | RUAKA 30T 26,152.97 14,537,18 1,615.24",F24 -BOC -RUAKA- NEER- 407 BEER,,26152.97,1615.24,,,
30,"F24 -BDC -RUIRU - BEER - 30T BEER 6oc MOUNTAIN | RUIRU aoT 21,484,768 19,336.30 2,148.48",F24 -BDC -RUIRU - BEER,F24 -BDC -RUIRU - Beer - 30T,19336.3,2148.48,F24 -BDC -RUIRU - Beer - 30T,282.42,19053.88
30,"F24 BDC -TALA. BEER- 307 Ofer gO COAST TALA 307 39,020.68 35,128.41 3,902.",F24 BDC -TALA. BEER,,39020.68,35128.41,,,
30,"F24 -BDC -IKUNDA. BEER « 30T BEER ape coast UKUNDA 30T 127,054.88 114,349.39 12,705.49",F24 -BDC -IKUNDA. BEER,,127054.88,114349.39,,,
30,"F24 -BDC -VOl- BEER - 307 DEER gpc COAST vol 307 84,624.73 76,162.24 0,AG2.47",F24 -BDC -VOl- BEER,,84624.73,76162.24,,,
30,"F24 BDC -BOMET- BEER. 7.5T AEE Te fet SOMET 7.57 39,027.77 35,124.99",F24 BDC -BOMET- BEER,F24 -BDC -BOMET - Beer - 30T,7.57,39027.77,F24 -BDC -BOMET - Beer - 30T,387.37,-379.8
30,"F24 -BDC -BURUAUAU - BEER- 7,51 BEER BDC NAIROBI | BURUBUAU 7.57 16,085.22 14,476.70",F24 -BDC -BURUAUAU - BEER,F24 -BDC -BURUBURU - Beer - 30T,7.57,16085.22,F24 -BDC -BURUBURU - Beer - 30T,841.19,-833.62
30,"F24 -BDC -DIANI- BEER. 7.5T BEER obo COAST DAM 251 86,459.13 77,813.22",F24 -BDC -DIANI- BEER,F24 -BDC -DIANI - Beer - 30T,86459.13,77813.22,F24 -BDC -DIANI - Beer - 30T,7.02,86452.11
30,"F24 -BOC -EMALI- DEER - 7.57 BEER apc COAST _ |EMALI 2.57 43,180.43 30,862,39",F24 -BOC -EMALI- DEER - 7.57 BEER,F24 -BDC -EMALI - Beer - 7.5T,7.57,2.57,F24 -BDC -EMALI - Beer - 7.5T,420.85,-413.28000000000003
30,"F24 -BDC -EMBU - BEER- 7.5T BEER BDC MOUNTAIN | EMBU 731 29,203.04 26,282.74",F24 -BDC -EMBU - BEER,F24 -BDC -EMBU - Beer - 30T,29203.04,26282.74,F24 -BDC -EMBU - Beer - 30T,26.67,29176.370000000003
30,"F24 -BDC -HURUMA - BEER - 7.5T BEER abe naman! —_|HuRUMA 7.57 16,085.22 14,476.70",F24 -BDC -HURUMA - BEER,F24 -BDC -HURUMA - Beer - 30T,7.57,16085.22,F24 -BDC -HURUMA - Beer - 30T,841.19,-833.62
30,"F24 -BDG -JUIA - BEER - 7.57 BEER apc MOUNTAIN [JUJA 751 11,860.50 10,674.45",F24 -BDG -JUIA - BEER,,7.57,11860.5,,,
30,"F24-BOC -KAREN THT -BEER- 7.57 BEER lg0CINAIRODI | KAREN THT 7.5T 16,085.22 14,476.70",F24-BOC -KAREN THT -BEER,F24 -BDC -KAREN THT - Beer - 30T,7.57,16085.22,F24 -BDC -KAREN THT - Beer - 30T,841.19,-833.62
30,"F24 -BDC -LOKICHOGIO - BEER 7.5T BEER abc | MOUNTAIN |LaKICHOGIO 751 134,583.77 121,125.39",F24 -BDC -LOKICHOGIO - BEER,F24 -BDC -LOKICHOGIO - Beer - 30T,134583.77,121125.39,F24 -BDC -LOKICHOGIO - Beer - 30T,864.53,133719.24
30,"F24 -B-O MECRU - BEER- 7.51 orer apc MOUNTAIN |MERU 7.51 45,029.82 40,524.66",F24 -B-O MECRU - BEER,,7.51,7.51,,,
30,"F24-BDC -NAIROBI THT - BEER» 7.5T BEER apc NAIROBI! [NAIROBITHT EAL 16,085.22 14,476.70",F24-BDC -NAIROBI THT - BEER,F24 -BDC -NAIROBI THT - Beer - 30T,16085.22,14476.7,F24 -BDC -NAIROBI THT - Beer - 30T,841.19,15244.029999999999
30,"F24 -BDC -NAIVASHA BEER. 7.5T BEER boc RIFT NAIVASHA 2.51 20,085.54 18,076.99",F24 -BDC -NAIVASHA BEER,F24 -BDC -NAIVASHA - Beer - 30T,2.51,20085.54,F24 -BDC -NAIVASHA - Beer - 30T,813.46,-810.95
30,"F24 -DOC -NYAHUAURU - MEER- 7.57 BEER BOC MOUNTAIN [NYAHURURU 7.51 40,232.12 36,205,93",F24 -DOC -NYAHUAURU - MEER- 7.57 BEER,F24 -BDC -NYAHURURU - Beer - 7.5T,7.57,7.51,F24 -BDC -NYAHURURU - Beer - 7.5T,412.36,-404.79
30,"F24 -BDC -NYALI- BEER- 7.5T BEER apc COAST NY. 251 79,074.24 71,166.82",F24 -BDC -NYALI- BEER,F24 -BDC -NYALI - Beer - 30T,79074.24,71166.82,F24 -BDC -NYALI - Beer - 30T,490.18,78584.06000000001
30,"F24 -DC -RONGAI- BEER - 7.57 BEER a NAIROBI NGAI _251 4 14,610.66",F24 -DC -RONGAI- BEER,F24 -BDC -RONGAI - Beer - 30T,7.57,14610.66,F24 -BDC -RONGAI - Beer - 30T,473.56,-465.99
30,"F24 -BDC -THIKA- BEER- 7.5T BEER apc MOUNTAIN |THIKA 7.51 14,706.20 15,255.58",F24 -BDC -THIKA- BEER,F24 -BDC -THIKA - Beer - 30T,7.51,14706.2,F24 -BDC -THIKA - Beer - 30T,119.73,-112.22
30,"F24 -BDC -VOl- BEER« 7.5T BEER ape coast {vai 751 62,405.62 56,165.06",F24 -BDC -VOl- BEER,,62405.62,56165.06,,,
30,"F24-DDC -EMAL- BEER - P/uP BER apc |COAsT EMALI Pfup 36,741.91 33,067.72",F24-DDC -EMAL- BEER,,36741.91,33067.72,,,
30,"F24-RDC -ISIOLO - BEER. p/UP ween DC MOUNTAIN [15100 P/u 49,927.42 44,934.68",F24-RDC -ISIOLO - BEER,F24 -BDC -ISIOLO - Beer - 30T,49927.42,44934.68,F24 -BDC -ISIOLO - Beer - 30T,717.45,49209.97
30,"F24-BDC -JUJA - BEER - P/UP BEE BDC MOUNTAIN [JUJA fu. 25,755.44 23,179.90",F24-BDC -JUJA - BEER,F24 -BDC -JUJA - Beer - 30T,25755.44,23179.9,F24 -BDC -JUJA - Beer - 30T,38.14,25717.3
30,"F24 -BDC -KAYOLE - BEER - P/UP BEER BDC NAIROBI | KAYO! P/w 10,860.94 §.774.85",F24 -BDC -KAYOLE - BEER,F24 -BDC -KAYOLE - Beer - 30T,10860.94,774.85,F24 -BDC -KAYOLE - Beer - 30T,841.19,10019.75
